customer_id,company_name,company_size,industry,signup_date,region,ARR,plan_type,onboarding_completion_days,customer_health_score,acquisition_channel,account_manager
CUS-02808,"Perry, Benjamin and Williams",501-1000,Media,2023-05-31,North America,5484,Starter,2,78,Outbound,Mr. Sean Simmons
CUS-02809,Johnson Ltd,51-200,Professional Services,2023-05-21,EMEA,32274,Growth,14,58,Outbound,Patrick Smith
CUS-02810,"Lam, Morgan and Wall",51-200,Retail,2024-10-12,EMEA,183212,Professional,34,78,Event,Patrick Smith
CUS-02811,Wilson Inc,1-50,Logistics,2025-05-01,North America,10802,Starter,11,54,Partner,Andrew Adams
CUS-02812,Thomas LLC,201-500,Education,2025-06-16,EMEA,87655,Professional,33,71,Inbound,Andrew Adams
CUS-02813,Parker and Sons,201-500,Real Estate,2023-02-05,North America,92315,Professional,7,78,Inbound,Lisa Bennett
CUS-02814,Bradley Inc,1001-5000,Technology,2024-07-26,North America,9458,Starter,3,71,Partner,Amber Robertson
CUS-02815,Knox Inc,501-1000,Retail,2022-08-08,North America,75589,Professional,43,81,Partner,Lisa Nolan
CUS-02816,"Guerrero, Farmer and Moon",51-200,Professional Services,2022-10-05,North America,98567,Professional,32,66,Referral,Patrick Smith
CUS-02817,Golden-Ortiz,1-50,Professional Services,2023-09-16,APAC,53850,Growth,7,60,Partner,Christopher Hughes
CUS-02818,"Garrett, Fisher and Adams",51-200,Finance,2022-01-14,LATAM,15925,Starter,8,43,Inbound,Lisa Bennett
CUS-02819,Fox and Sons,5000+,Education,2024-03-21,North America,7680,Starter,7,62,Partner,Andrew Conway
CUS-02820,"Solis, Owen and Logan",501-1000,Healthcare,2023-11-12,EMEA,50795,Growth,1,70,Paid Search,Kenneth Carlson
CUS-02821,"Randolph, Schaefer and Watson",1-50,Professional Services,2025-06-24,North America,489471,Enterprise,8,68,Inbound,Kenneth Carlson
CUS-02822,Lopez and Sons,1-50,Healthcare,2024-02-18,EMEA,12482,Starter,7,71,Referral,Amanda Adkins
CUS-02823,Guzman and Sons,201-500,Professional Services,2023-11-06,North America,116319,Professional,50,86,Referral,Amber Robertson
CUS-02824,Collier-Lawrence,51-200,Media,2024-06-20,EMEA,7221,Starter,7,79,Referral,Brent Smith
CUS-02825,White-Kelly,501-1000,Media,2023-11-17,LATAM,28199,Growth,1,50,Inbound,Todd Shah
CUS-02826,Wheeler-Gutierrez,201-500,Real Estate,2024-05-31,North America,501923,Enterprise,19,72,Content,Todd Shah
CUS-02827,"Mcpherson, Wong and Decker",201-500,Manufacturing,2025-05-02,APAC,65547,Professional,35,67,Referral,Danny Smith
CUS-02828,"Anderson, Barrett and Weaver",201-500,Technology,2022-10-06,North America,6947,Starter,9,91,Paid Search,Dominique Alexander
CUS-02829,Foster-Cisneros,51-200,Healthcare,2023-09-08,North America,36176,Growth,12,62,Outbound,Andrew Adams
CUS-02830,Jackson-Lane,201-500,Technology,2023-10-19,North America,7586,Starter,5,70,Referral,Brent Smith
CUS-02831,Jackson-Diaz,501-1000,Real Estate,2025-05-20,North America,43363,Growth,18,77,Event,Amber Robertson
CUS-02832,"Peterson, Perry and Saunders",201-500,Education,2023-02-16,North America,76799,Professional,40,68,Outbound,Lisa Nolan
CUS-02833,Bartlett LLC,201-500,Media,2024-09-08,North America,10893,Starter,8,52,Outbound,Kenneth Carlson
CUS-02834,Bradshaw-Smith,1001-5000,Retail,2023-10-06,North America,36455,Growth,8,69,Referral,Dominique Alexander
CUS-02835,"Patton, Bauer and Nelson",1-50,Retail,2022-12-30,North America,27454,Growth,19,80,Inbound,Lisa Nolan
CUS-02836,"Richardson, Andrews and Miller",201-500,Technology,2024-03-26,EMEA,344829,Enterprise,47,71,Referral,Andrew Adams
CUS-02837,Smith Group,51-200,Retail,2023-10-16,LATAM,295575,Enterprise,41,66,Inbound,James Smith
CUS-02838,Francis Group,501-1000,Technology,2023-08-20,North America,9935,Starter,5,65,Inbound,Jeffery Garza
CUS-02839,Gibson Group,1-50,Manufacturing,2024-10-02,North America,71420,Professional,28,52,Referral,Jeffery Garza
CUS-02840,"Nguyen, Bell and Wolfe",501-1000,Manufacturing,2025-03-25,North America,30054,Growth,17,65,Inbound,Lisa Bennett
CUS-02841,"Thomas, Owens and Foley",1-50,Finance,2023-05-12,APAC,42233,Growth,2,77,Content,Elizabeth Martinez
CUS-02842,Calderon-Howard,1-50,Media,2023-10-30,EMEA,67175,Professional,19,76,Paid Search,Brent Smith
CUS-02843,"Hanson, Stephenson and Campbell",501-1000,Finance,2024-02-10,EMEA,316224,Enterprise,44,65,Referral,James Smith
CUS-02844,Foley LLC,501-1000,Logistics,2023-07-29,North America,449582,Enterprise,77,58,Event,Christopher Hughes
CUS-02845,"Oliver, Simmons and Roberts",1001-5000,Finance,2024-03-15,North America,48327,Professional,18,87,Paid Search,Danny Smith
CUS-02846,Grimes-Smith,201-500,Manufacturing,2024-01-18,North America,62221,Growth,12,59,Outbound,Brent Smith
CUS-02847,Dean Ltd,201-500,Logistics,2022-08-22,LATAM,144172,Professional,37,56,Paid Search,Marcus Chase
CUS-02848,Young-Brown,501-1000,Real Estate,2025-02-28,APAC,18969,Growth,14,79,Inbound,Brent Smith
CUS-02849,Quinn-Fletcher,51-200,Finance,2023-02-14,North America,47880,Professional,45,82,Partner,Andrew Conway
CUS-02850,"Moore, Roman and Hart",1-50,Finance,2025-04-27,EMEA,32839,Growth,13,46,Referral,Dominique Alexander
CUS-02851,"Valentine, Bell and Douglas",51-200,Manufacturing,2025-01-22,North America,67565,Professional,49,98,Referral,Mark Perez
CUS-02852,"Wallace, Thomas and Caldwell",51-200,Retail,2023-01-04,North America,14001,Starter,12,43,Inbound,Christopher Hughes
CUS-02853,Sparks-Obrien,51-200,Healthcare,2025-01-31,APAC,11479,Starter,8,63,Outbound,Robert Morris
CUS-02854,Colon-Maddox,5000+,Retail,2022-02-25,EMEA,391548,Enterprise,64,98,Referral,Robert Morris
CUS-02855,"Smith, Graves and Russell",501-1000,Finance,2024-08-03,North America,8191,Starter,8,65,Outbound,Mr. Sean Simmons
CUS-02856,"Logan, Jacobs and Mueller",1001-5000,Finance,2023-03-06,North America,56897,Growth,18,65,Event,Christopher Hughes
CUS-02857,Hobbs PLC,5000+,Retail,2024-06-16,APAC,13017,Starter,7,30,Referral,Amanda Adkins
CUS-02858,"Rodriguez, Kelley and Green",201-500,Healthcare,2023-08-20,EMEA,12350,Starter,10,82,Outbound,Robert Morris
CUS-02859,Woods and Sons,51-200,Education,2022-05-22,EMEA,15220,Starter,8,64,Inbound,Kenneth Carlson
CUS-02860,Hernandez PLC,201-500,Logistics,2024-04-17,North America,7001,Starter,10,30,Referral,Robert Morris
CUS-02861,"Huffman, Foster and Walker",1001-5000,Technology,2024-10-19,North America,587916,Enterprise,23,97,Partner,Robert Young
CUS-02862,Moss Inc,201-500,Education,2022-10-13,LATAM,29625,Growth,15,62,Inbound,Mark Perez
CUS-02863,Walker-Smith,201-500,Healthcare,2023-09-13,EMEA,421610,Enterprise,77,69,Outbound,Jeffery Garza
CUS-02864,Wright-Long,1-50,Retail,2023-05-11,North America,94671,Professional,15,61,Outbound,Danny Smith
CUS-02865,Robinson Ltd,201-500,Finance,2023-06-02,EMEA,16844,Growth,16,64,Inbound,Christopher Hughes
CUS-02866,Love Ltd,201-500,Manufacturing,2022-11-12,APAC,139804,Professional,34,82,Partner,Jeffery Garza
CUS-02867,Harmon-King,51-200,Real Estate,2024-05-16,North America,17162,Growth,23,54,Event,Marcus Chase
CUS-02868,"Carpenter, Edwards and Moore",1001-5000,Finance,2024-02-12,North America,71299,Professional,24,71,Referral,Lisa Nolan
CUS-02869,Gregory Group,1-50,Real Estate,2022-06-01,EMEA,27737,Growth,15,98,Event,Dawn Moore
CUS-02870,"Pacheco, Anderson and Warren",5000+,Logistics,2024-07-08,EMEA,16403,Growth,10,69,Inbound,Brent Smith
CUS-02871,Mcclure-Byrd,1-50,Manufacturing,2025-05-09,EMEA,255113,Enterprise,51,88,Partner,Amanda Adkins
CUS-02872,Waller-Rios,5000+,Logistics,2024-09-08,APAC,408549,Enterprise,90,59,Referral,Danny Smith
CUS-02873,Cook-Wagner,201-500,Real Estate,2025-04-07,North America,332154,Enterprise,54,53,Referral,Andrew Conway
CUS-02874,"Harmon, Dawson and Lara",501-1000,Finance,2024-03-31,North America,29630,Growth,10,83,Referral,Amanda White
CUS-02875,Hansen PLC,51-200,Manufacturing,2024-12-30,LATAM,72597,Professional,25,87,Referral,Lisa Bennett
CUS-02876,"Jones, Edwards and Harris",501-1000,Logistics,2024-11-03,North America,33030,Growth,11,87,Referral,Andrew Adams
CUS-02877,Greene Group,1001-5000,Logistics,2024-05-06,EMEA,29003,Growth,11,60,Inbound,Kenneth Carlson
CUS-02878,Smith Group,1-50,Real Estate,2025-01-18,EMEA,5631,Starter,5,70,Referral,Robert Young
CUS-02879,Lopez PLC,1-50,Finance,2022-03-17,EMEA,93209,Professional,22,31,Referral,Jeffery Garza
CUS-02880,Duncan-May,51-200,Professional Services,2024-01-07,North America,6475,Starter,3,60,Content,Patrick Smith
CUS-02881,Perez LLC,51-200,Technology,2025-01-04,APAC,44498,Growth,14,77,Referral,Kenneth Carlson
CUS-02882,Holmes Inc,1-50,Education,2025-05-01,APAC,326980,Enterprise,33,63,Referral,Patrick Smith
CUS-02883,Ramirez PLC,501-1000,Professional Services,2022-06-24,EMEA,24170,Starter,10,67,Partner,Elizabeth Martinez
CUS-02884,Harmon-Mccarty,51-200,Real Estate,2022-08-12,EMEA,14027,Starter,6,49,Paid Search,Lisa Bennett
CUS-02885,"Flores, Malone and Patterson",501-1000,Education,2023-05-24,North America,9554,Starter,8,50,Content,Mark Perez
CUS-02886,Jones-Bell,1001-5000,Finance,2023-12-29,North America,459318,Enterprise,64,70,Event,Lisa Nolan
CUS-02887,Lawrence LLC,501-1000,Finance,2022-12-07,North America,15640,Growth,3,85,Referral,Amanda Adkins
CUS-02888,"Rodriguez, Lopez and Pacheco",1-50,Finance,2025-06-08,North America,45516,Growth,12,55,Inbound,Robert Morris
CUS-02889,"Evans, Young and Castro",201-500,Professional Services,2022-04-01,LATAM,75044,Professional,47,61,Referral,Amanda White
CUS-02890,Huber-Cooke,201-500,Media,2025-02-27,APAC,386964,Enterprise,37,61,Referral,Lisa Bennett
CUS-02891,Pennington-Humphrey,51-200,Real Estate,2024-03-29,EMEA,25193,Growth,26,56,Event,Robert Morris
CUS-02892,Odonnell Inc,51-200,Technology,2023-11-11,EMEA,80456,Professional,34,72,Inbound,Andrew Conway
CUS-02893,Reyes PLC,1001-5000,Finance,2024-05-31,North America,93857,Professional,33,79,Referral,Danny Smith
CUS-02894,Potts and Sons,501-1000,Manufacturing,2022-08-05,LATAM,102726,Professional,30,58,Outbound,Amanda Adkins
CUS-02895,Huang and Sons,1-50,Logistics,2022-01-22,North America,9906,Starter,9,57,Event,Dawn Moore
CUS-02896,"Baldwin, Rodgers and Richardson",201-500,Real Estate,2022-07-21,North America,374740,Enterprise,79,83,Outbound,Lisa Nolan
CUS-02897,"Medina, Love and Young",51-200,Technology,2023-06-14,EMEA,18398,Growth,13,48,Referral,Lisa Nolan
CUS-02898,"Bryant, Roberts and Gallagher",5000+,Real Estate,2023-03-31,APAC,73513,Growth,11,62,Outbound,Christopher Hughes
CUS-02899,Glover-Harrison,5000+,Education,2024-11-11,APAC,35249,Growth,6,60,Inbound,Lisa Nolan
CUS-02900,"Mueller, Hendrix and Matthews",51-200,Logistics,2024-11-28,North America,11655,Starter,9,53,Referral,Elizabeth Martinez
CUS-02901,"Herman, Kim and Armstrong",51-200,Retail,2025-02-16,APAC,8878,Starter,7,44,Inbound,Kenneth Carlson
CUS-02902,Cooper-Richard,201-500,Media,2025-04-03,North America,73642,Professional,18,67,Referral,Robert Young
CUS-02903,Hess LLC,201-500,Professional Services,2025-03-24,North America,10543,Starter,5,52,Paid Search,James Smith
CUS-02904,Finley PLC,51-200,Retail,2023-03-29,APAC,35963,Growth,13,89,Content,Dominique Alexander
CUS-02905,"Jordan, Anderson and Zimmerman",501-1000,Retail,2024-07-01,APAC,51258,Growth,8,62,Outbound,Marcus Chase
CUS-02906,Curry and Sons,51-200,Logistics,2024-02-06,EMEA,20692,Starter,7,72,Event,Mark Perez
CUS-02907,"Park, Rose and Webb",501-1000,Technology,2024-03-12,EMEA,628844,Enterprise,19,95,Outbound,Robert Brown
CUS-02908,Williams-Burns,201-500,Media,2024-08-06,APAC,5389,Starter,5,32,Paid Search,Amber Robertson
CUS-02909,Bishop-Saunders,501-1000,Education,2025-04-20,APAC,27663,Growth,7,57,Event,Lisa Bennett
CUS-02910,Vargas Inc,501-1000,Real Estate,2024-10-21,APAC,36553,Growth,15,83,Inbound,Amber Robertson
CUS-02911,"Brown, Banks and Cain",201-500,Professional Services,2022-11-05,EMEA,8693,Starter,4,54,Partner,Patrick Smith
CUS-02912,"Bennett, Taylor and Rivera",501-1000,Technology,2023-12-08,LATAM,9848,Starter,5,50,Outbound,Lisa Bennett
CUS-02913,"Carlson, Hall and Stewart",201-500,Professional Services,2022-02-20,LATAM,47199,Professional,53,81,Event,Patrick Smith
CUS-02914,Robinson-Gonzales,1-50,Retail,2024-09-15,North America,516410,Enterprise,74,90,Partner,Dawn Moore
CUS-02915,Anderson PLC,51-200,Real Estate,2022-08-03,APAC,5187,Starter,8,51,Referral,Amanda White
CUS-02916,Powell and Sons,51-200,Education,2023-08-29,EMEA,57674,Professional,42,65,Referral,Robert Brown
CUS-02917,"Levy, White and Ross",1-50,Real Estate,2024-05-01,North America,70108,Professional,33,34,Content,Amanda White
CUS-02918,Perez Ltd,501-1000,Technology,2022-06-25,EMEA,362415,Enterprise,24,74,Content,Marcus Chase
CUS-02919,Bass-Becker,51-200,Media,2022-08-26,North America,18417,Growth,6,56,Partner,Robert Brown
CUS-02920,Carey PLC,1-50,Logistics,2022-10-18,EMEA,22423,Growth,1,46,Referral,Amber Robertson
CUS-02921,"Wright, Diaz and Randall",501-1000,Media,2023-12-15,APAC,48588,Growth,15,58,Event,Mark Perez
CUS-02922,"Wilson, Pacheco and Walker",501-1000,Media,2023-10-01,North America,96144,Professional,16,63,Paid Search,Marcus Chase
CUS-02923,Moss Group,201-500,Healthcare,2023-12-04,North America,116386,Professional,21,72,Inbound,Kenneth Carlson
CUS-02924,Knight Ltd,51-200,Finance,2024-07-21,LATAM,6488,Starter,6,47,Outbound,Amanda White
CUS-02925,Smith-Long,51-200,Logistics,2023-02-28,North America,31893,Growth,10,68,Outbound,Todd Shah
CUS-02926,Harrison LLC,201-500,Technology,2024-12-03,North America,357585,Enterprise,54,76,Partner,Robert Young
CUS-02927,"Choi, Floyd and Jones",1001-5000,Professional Services,2024-09-16,North America,75704,Professional,24,89,Inbound,James Smith
CUS-02928,Johnson-Ballard,51-200,Manufacturing,2023-12-15,EMEA,368356,Enterprise,46,65,Partner,Elizabeth Martinez
CUS-02929,"Watson, Landry and Christensen",201-500,Retail,2024-09-02,EMEA,51569,Professional,10,96,Referral,Andrew Conway
CUS-02930,Jones Group,5000+,Media,2022-07-19,APAC,37892,Growth,15,78,Partner,Amber Robertson
CUS-02931,Hayes-Hernandez,501-1000,Technology,2024-06-16,EMEA,86951,Professional,52,92,Referral,James Smith
CUS-02932,Herrera LLC,201-500,Finance,2024-07-15,APAC,91391,Professional,31,73,Inbound,Marcus Chase
CUS-02933,Sanders PLC,501-1000,Retail,2023-10-16,EMEA,13473,Starter,13,47,Paid Search,Robert Young
CUS-02934,James-Hernandez,1001-5000,Professional Services,2022-05-18,North America,37805,Growth,10,53,Content,Brent Smith
CUS-02935,Mcbride Ltd,201-500,Professional Services,2023-09-07,EMEA,89456,Professional,25,96,Referral,Amanda White
CUS-02936,Sullivan-Hahn,1001-5000,Manufacturing,2022-04-02,EMEA,6765,Starter,6,68,Paid Search,Christopher Hughes
CUS-02937,Roberts Ltd,201-500,Real Estate,2022-08-24,EMEA,159206,Professional,26,54,Inbound,Elizabeth Martinez
CUS-02938,Davis LLC,1001-5000,Healthcare,2022-02-16,North America,62560,Professional,41,84,Event,Jeffery Garza
CUS-02939,Flores and Sons,5000+,Logistics,2023-12-04,North America,467409,Enterprise,6,61,Inbound,Dominique Alexander
CUS-02940,"Wright, Evans and Hicks",201-500,Media,2022-08-12,North America,5717,Starter,5,56,Partner,Mark Perez
CUS-02941,Rivera-Hudson,201-500,Retail,2022-12-03,North America,44813,Growth,23,74,Outbound,Dawn Moore
CUS-02942,"Baker, Phillips and Barker",201-500,Technology,2023-05-15,EMEA,142434,Professional,22,91,Referral,Amber Robertson
CUS-02943,Perez Group,501-1000,Professional Services,2024-11-22,North America,16640,Growth,19,65,Outbound,Amanda Adkins
CUS-02944,"Jones, Jones and Wallace",1001-5000,Finance,2022-12-24,APAC,117031,Professional,34,67,Referral,Brent Smith
CUS-02945,Torres Group,1-50,Retail,2025-02-04,North America,113687,Professional,27,70,Outbound,Kenneth Carlson
CUS-02946,Johnson PLC,501-1000,Healthcare,2022-11-24,North America,12790,Starter,7,68,Paid Search,Danny Smith
CUS-02947,Espinoza-Thomas,501-1000,Healthcare,2023-11-09,EMEA,36932,Growth,13,73,Referral,Jeffery Garza
CUS-02948,James-Colon,501-1000,Finance,2025-02-20,North America,23206,Growth,2,61,Inbound,Lisa Nolan
CUS-02949,Perry-Yoder,501-1000,Real Estate,2024-05-23,APAC,30121,Growth,16,34,Outbound,Kristin Gutierrez
CUS-02950,"Bailey, Maynard and Cuevas",1-50,Finance,2024-08-04,North America,671526,Enterprise,41,37,Paid Search,Mr. Sean Simmons
CUS-02951,"Simmons, Ramos and Reed",201-500,Technology,2023-04-20,North America,67859,Professional,12,73,Outbound,Mr. Sean Simmons
CUS-02952,Webster and Sons,501-1000,Manufacturing,2024-04-09,APAC,111963,Professional,32,52,Partner,Andrew Conway
CUS-02953,Huynh Ltd,1001-5000,Technology,2023-01-13,EMEA,149622,Professional,31,62,Referral,Patrick Smith
CUS-02954,Murray-Vance,51-200,Professional Services,2023-01-17,North America,22977,Growth,19,58,Outbound,Brent Smith
CUS-02955,Martin-Gray,201-500,Manufacturing,2024-06-04,North America,228389,Enterprise,49,98,Outbound,Lisa Bennett
CUS-02956,"Shelton, Davis and Williams",501-1000,Technology,2024-03-21,EMEA,64202,Professional,37,71,Partner,Andrew Adams
CUS-02957,Saunders-Miller,501-1000,Education,2022-03-01,LATAM,114825,Professional,28,80,Inbound,Robert Brown
CUS-02958,Chapman-Franklin,201-500,Healthcare,2025-06-11,APAC,240042,Enterprise,62,81,Outbound,Mr. Sean Simmons
CUS-02959,"Lane, Porter and Olson",1-50,Finance,2023-02-09,North America,30996,Growth,16,25,Inbound,Marcus Chase
CUS-02960,Berry-Reese,501-1000,Media,2024-07-09,LATAM,161599,Professional,13,64,Outbound,Mark Perez
CUS-02961,Potts-Baxter,501-1000,Logistics,2025-04-27,North America,9822,Starter,8,33,Outbound,Todd Shah
CUS-02962,Gordon-Salazar,501-1000,Healthcare,2024-05-29,North America,24754,Growth,14,87,Content,Robert Morris
CUS-02963,"Martin, Livingston and King",501-1000,Real Estate,2024-03-07,APAC,33958,Growth,12,34,Referral,Mr. Sean Simmons
CUS-02964,"Novak, Gardner and Martinez",201-500,Retail,2022-01-10,North America,366094,Enterprise,57,67,Event,Robert Young
CUS-02965,King-Wright,5000+,Professional Services,2023-03-16,North America,439376,Enterprise,111,70,Inbound,Lisa Nolan
CUS-02966,"Carey, Watson and Howard",501-1000,Real Estate,2023-02-26,North America,176244,Professional,6,55,Inbound,Dominique Alexander
CUS-02967,Foley and Sons,201-500,Retail,2023-07-25,North America,114897,Professional,26,71,Event,Jeffery Garza
CUS-02968,Miller Group,1001-5000,Healthcare,2022-05-09,APAC,203770,Professional,37,69,Referral,Lisa Bennett
CUS-02969,"Carter, Davidson and Roberts",1001-5000,Logistics,2025-03-28,EMEA,439783,Enterprise,27,76,Inbound,Amber Robertson
CUS-02970,Alexander-Torres,501-1000,Media,2022-07-28,North America,24845,Growth,16,69,Partner,Mr. Sean Simmons
CUS-02971,"Gilbert, Lynch and Reyes",201-500,Education,2025-01-04,EMEA,72396,Growth,15,65,Partner,James Smith
CUS-02972,Pineda-Ortiz,201-500,Logistics,2023-01-18,LATAM,9573,Starter,2,57,Paid Search,Danny Smith
CUS-02973,Davis and Sons,51-200,Healthcare,2024-01-20,APAC,69128,Professional,21,86,Inbound,Dominique Alexander
CUS-02974,Gutierrez-Williams,51-200,Technology,2023-10-30,North America,225535,Professional,47,45,Referral,Christopher Hughes
CUS-02975,Munoz-Johnson,201-500,Healthcare,2023-02-08,LATAM,25145,Growth,5,72,Referral,Amanda White
CUS-02976,Moon-Jones,201-500,Education,2024-07-26,EMEA,7631,Starter,5,36,Content,Todd Shah
CUS-02977,Hartman-Davenport,51-200,Technology,2022-08-22,North America,309176,Enterprise,51,64,Event,Lisa Nolan
CUS-02978,Lee-Davis,1001-5000,Manufacturing,2023-06-22,North America,10593,Starter,7,53,Outbound,Kristin Gutierrez
CUS-02979,Kim Group,201-500,Manufacturing,2024-09-29,North America,138514,Professional,23,76,Referral,Robert Young
CUS-02980,"Duran, Harrington and Frye",201-500,Healthcare,2024-12-16,EMEA,148391,Enterprise,56,81,Event,Dawn Moore
CUS-02981,Wilson-Smith,201-500,Real Estate,2023-10-04,North America,44948,Growth,13,47,Referral,Mark Perez
CUS-02982,Lewis-Martin,1-50,Technology,2025-05-07,EMEA,8236,Starter,8,76,Event,Lisa Bennett
CUS-02983,Duffy and Sons,1001-5000,Logistics,2024-03-06,North America,86544,Professional,37,63,Paid Search,Marcus Chase
CUS-02984,Hunt Inc,51-200,Education,2025-06-05,LATAM,182270,Professional,32,59,Inbound,Marcus Chase
CUS-02985,Herring Inc,501-1000,Technology,2024-03-14,North America,35019,Growth,15,42,Inbound,Jeffery Garza
CUS-02986,Wyatt Inc,201-500,Finance,2025-04-17,APAC,438615,Enterprise,20,53,Event,Robert Morris
CUS-02987,"Freeman, Ray and Cook",201-500,Finance,2022-08-22,LATAM,9831,Starter,7,31,Outbound,Patrick Smith
CUS-02988,"Hayes, Burns and Miller",201-500,Technology,2023-12-14,North America,42458,Growth,20,66,Inbound,Mr. Sean Simmons
